382775073,383181767,406694
529840270,530500626,660356
301218399,301698804,480405
98174096,98532000,357904
795984022,797961886,1977864
98769135,99188158,419023
213731632,214081221,349589
326744454,327071690,327236
668331119,668687185,356066
362474030,362804406,330376
953785557,954109385,323828
180470690,180834566,363876
522215258,522737980,522722
644027854,644371538,343684
755621176,755939540,318364
875818322,876169499,351177
94378219,94792705,414486
215663001,216084459,421458
329053730,329464492,410762
443781685,444123194,341509
554656691,554991720,335029
666823820,667159109,335289
779149527,779482342,332815
890103883,890443637,339754
647831351,648322115,490764
762059118,762408867,349749
97958308,98305549,347241
451003220,451392518,389298
565253864,565585308,331444
683718592,684143763,425171
798691046,799031804,340758
915925987,916295937,369950
140818313,141162605,344292
259823717,260182545,358828
728275947,728626178,350231
314928973,315281008,352035
552882632,553237933,355301
672687297,673044115,356818
892235398,892577979,342581
242765902,243260962,495060
360760783,361114153,353370
474934469,475314836,380367
586900327,587288159,387832
701092309,701444843,352534
156618025,156964720,346695
391956212,392303544,347332
510589105,510945028,355923
738968413,739304131,335718
555824799,556241670,416871
11397838,11725628,327790
133960107,134331073,370966
252267784,252595878,328094
364679687,365017112,337425
479222282,479563631,341349
592823629,593163801,340172
708594702,708936932,342230
824466268,824848496,382228
942412598,942763927,351329
58699150,59019645,320495
173747484,174094169,346685
286721426,287049630,328204
635913062,636566338,653276
752578528,752891264,312736
866977231,867315740,338509
980984290,981326143,341853
99245279,99585827,340548
214311665,214658446,346781
343702297,344069697,367400
603472581,603820374,347793
507628992,507985420,356428
636949618,637319056,369438
7561381,7914915,353534
508399027,508780912,381885
883881851,884233084,351233
259149776,259500318,350542
586423052,586875641,452589
715753191,716109603,356412
821552993,821857226,304233
267924271,268274931,350660
399960973,400322046,361073
513289978,513579982,290004
629866287,630237963,371676
863023877,863374570,350693
973103595,973429424,325829
84781895,85123963,342068
194585076,194907819,322743
301130374,301456819,326445
533230833,533597211,366378
655265418,655609374,343956
772873712,773219588,345876
885332999,885782998,449999
997708239,998103496,395257
107727536,108059274,331738
439965094,440311059,345965
14232474,14593908,361434
695995127,696751131,756004
263826132,264177448,351316
834468610,834842882,374272
180781959,181130342,348383
416698826,417034544,335718
528767851,529109663,341812
642887268,643233878,346610
246763507,247478698,715191
363539616,363888315,348699
475277389,475564337,286948
585897757,586213933,316176
709254883,709577745,322862
823374000,823722169,348169
40800648,41111772,311124
159964787,160326340,361553
278377530,278727927,350397
390643578,390979184,335606
502058908,502394441,335533
614385082,614836611,451529
726951348,727304045,352697
307684924,308028749,343825
423153361,423509647,356286
536131021,536456715,325694
649649739,650005411,355672
763475478,763813307,337829
874019869,874443329,423460
984113205,984460751,347546
99853899,100196313,342414
214204775,214532488,327713
325766563,326131511,364948
551392733,551747814,355081
670628019,670977679,349660
784315327,784655677,340350
894659556,894997442,337886
6954642,7356608,401966
119738990,120083497,344507
354454585,354789081,334496
696827633,697177620,349987
926033954,926335320,301366
42159098,42508102,349004
261460844,262037048,576204
496494015,496895473,401458
736155931,736498602,342671
850108774,850435974,327200
962554765,962952584,397819
77736948,78067756,330808
190466777,190782804,316027
304338283,304690493,352210
415692478,416025958,333480
527598512,527947163,348651
644353037,644662118,309081
760902392,761245770,343378
871970378,872301487,331109
984354687,984695953,341266
97780745,98111861,331116
212993669,213331689,338020
447261146,447553021,291875
561281387,561634520,353133
674577365,674904877,327512
786355881,786693865,337984
901667308,902000172,332864
812513835,814067562,1553727
931593239,931942493,349254
47027196,47366389,339193
848929902,849815328,885426
88909506,89248586,339080
329232441,329545815,313374
443553472,444019534,466062
555538982,555877969,338987
786837227,787284808,447581
906747906,907096334,348428
19669614,20008930,339316
132776240,133121700,345460
709261491,709710901,449410
73105067,73464864,359797
181101557,181447418,345861
287594284,287935991,341707
977392198,977820314,428116
